Customer Id,prediction
Q5OK4L2Q5XNH,0.8886111111111111
CBHVMVE7TRP5,1.0
9UGHQ91U4F0M,0.35450000000000004
3UWXWMZK4ZGL,0.98
5CGEMLMBOPES,0.09116666666666667
SPJ0K6KGDGN7,0.19
9EFRT3UC3PDN,0.6496666666666667
7BH09UOH5SVF,0.34245238095238095
VYY6N0NLM8UE,0.025
NVER903056B7,0.05083333333333334
WRHLQZGSZ8L6,0.1475
FU9LL0FQCNOP,0.06
PC4N9XPMSQSA,0.01
5N6XLMQL0V3K,0.8681666666666665
EG7O0UFBKDUG,0.02
PY0ZWYLSCJZN,0.1
N1UGI6V7H2WF,0.14516666666666667
MZOC6IE8IMNV,1.0
HDPPLWUTUDQ1,1.0
ZCOU6WAGN26Y,0.030416666666666665
MHVC11TV0MGA,0.39
WI63WG1KBKZ6,0.1099920634920635
T2IZWIEZDJ0C,0.0
R0D8BZ9552RG,0.14316666666666666
SA7E3RJY86MZ,0.0
XDNO84VA3P7H,0.4366666666666666
5XA7H43SW76F,0.1425
ZP06NQEP3Z6K,0.0625
AY113SQ9H4BJ,0.99
HLT8JUJLAJEF,0.021666666666666664
Z2SZEAUNILWX,0.022666666666666665
T3LZ5Y77PTZA,0.1805
CPE6L9FCCPOI,0.99
2WFF7OD1QSBB,0.99
40ZCZ5JB1EBG,0.2341666666666667
9UJEWJSQ3LT1,0.4246190476190476
1OUNUKM23I42,0.6688095238095236
XU3RFC2L0LZG,1.0
UHEDKKMNF58W,1.0
9YWZ8J7UCMQ7,0.04
4T2SO9DSWH9E,0.56
33E7RTVWQ3FN,0.0
M9AQOH3SYYBR,0.005
FUTCMN69MGAH,0.03
W9XOYIFUQPW4,0.17411324786324778
JO9BNZRBO0CA,0.98
X72IQEIU1QKM,0.7166666666666667
VCV8VAM4N7HS,0.48989285714285713
MI48MY1LTM4M,0.24
WA6DE0HPRBMB,0.0
2YRA9VKRZOQE,0.0475
97I94WYVT5PC,0.81
FSM0JLCCR7AY,0.20113888888888887
UPHJGLQV45WW,0.27
KW9LR65SYQGF,0.3457738095238095
DQOTO5YKORYK,0.01
UCXCBC9USUDU,0.4696645021645022
7Z0GRZCXFSZ1,0.16750000000000004
5CL12W44TUOV,0.07
YAW9ZQTN585R,0.17125180375180374
45RRIO9P4RJC,0.20702472527472524
VGK40ERV74UP,0.08083116883116884
KG6S0570ID9R,0.37
5BXS7ANQ514H,0.06483333333333334
H77VQDOX554E,0.044126696832579186
YRCFUBSU5D1G,0.04
0ULO02BLHX2H,0.6808333333333333
B2SW8YEOZ708,0.0
601HAL683PXN,0.2025
FOM5OYRTB2CG,0.025
9SNEPC1R7A40,0.18333333333333335
3YP8RJO1M9BF,0.06
FTF7UYBXX3WN,0.055
WV1LJL1E1TQG,0.12333333333333334
1BXKLACYUD7N,0.945
K8OV1RBD6NAS,0.0
VR5BX4ZDA6HO,0.031190476190476192
VZY3703GOWWB,0.5581904761904761
FFL9C6CIZ6IQ,0.29
5FUE0YKFHXD6,0.21
YA6XB9JXFHKQ,0.898
3VU3ECMYJFFD,0.7683333333333333
VB20LQQ6BD8E,0.005
CRBUKGWCBAJI,0.6548690476190475
0TT54U36ZJAU,0.065
GZHYLL80A15A,0.016666666666666666
YEJ1ZAEG328N,0.24
3CTD0580ZN2W,0.7125
TEORBES9MBU1,0.0
G71B80T0KII9,0.474
1H0DXXO2LL8V,0.135
J9WRU0F6GX4Y,0.016666666666666666
4EY5NHSX2D90,0.04
RGA4IJAMKB11,1.0
PTYYTFT7Y0T0,0.12833333333333333
9YQ73D4EFSTU,0.898
BGP67X6XEUEH,0.666595238095238
8MFFQE4I8RAD,0.99
8QE237RPLQ6O,0.04894444444444445
EY3QB8SUBXC6,0.99
EV6WYCP9JSVM,0.017499999999999998
6UMOLSY0CD7Y,0.0
NAVEVOGULGOO,0.05447619047619048
2SLGKXO0J0TO,1.0
MPVN5UNQO77G,0.3240526695526695
BY11TELFYIFB,0.10233333333333333
SY6GNRWBUOER,0.8378333333333333
C0MEQCRKBKMZ,1.0
ZA5J3V6X1ZLA,0.2604920634920634
TOQ7FFYEEDC1,0.3913257575757576
T4IUC96SKJYH,0.9041666666666667
D15H6GCWV42R,0.02666666666666667
G3BLZLUFDTXE,0.48333333333333345
JFCM42IC7AGV,0.18651587301587302
PJCGECEOKQU0,0.0964319209771996
9YPBEJBQQ2IM,0.3114166666666666
PIZK163UW49S,1.0
83TIUUHFRH0I,0.061500000000000006
TVA98UGCJLXL,0.99
LS0C4TNGHYDN,0.4026666666666667
HKJO9TV9CIFS,0.8816666666666667
A3H6VIJ8EBSG,0.03930266955266955
SQM0J39NJV7Z,1.0
3REX0554TY45,0.17416666666666664
W3TZJLZIBYOZ,0.22966666666666669
NZVQDMDE7PG5,0.9952777777777777
6C7IF04G8CTP,0.124
0GP2EQWIGAB8,0.0
AKPYR0SWUP51,0.1956030358530358
SUZLRXQ1D72A,0.17411324786324778
28QDD1Z8V8JB,0.02526984126984127
SZ2H5UGLUC8G,0.7198333333333332
5D3483DC72BM,0.9460000000000001
FMG5DBT7OTH3,1.0
SMTJZVC119IW,0.4246190476190476
IM3WRLREKPL6,0.9533333333333333
7KV1GJ03X8W5,0.044126696832579186
YNB3PHEUX049,0.47150000000000003
P5N2FU3LRAER,0.38316666666666666
VUPDVNKWD45Z,0.05080952380952382
J5MN02VDHC0H,0.044126696832579186
GWTRYW3GSTGA,0.87
K49CAO9SY5WA,0.22252380952380954
SDBSMCGDYUZF,0.01
OMI0X9YUCUN0,0.0
PHVNF2GQARPU,0.0
GLQ2UYGF3L3R,0.26928685203685193
UK3LHF4NDDKN,0.06838095238095238
2CU0D33Y1Q4R,1.0
N34G2ZVTVA2D,0.3771666666666667
7G3PPXCQ644V,0.12666666666666668
1XP6QTS4WIM7,0.030416666666666665
SEJQUEYJJ249,0.4675
Y2OM6QA13VH6,1.0
NO85N3SIF7L4,0.0
JD6PJ9PWILNX,0.7816666666666667
7PNHP54URB6D,0.09
4L87O74SMNOV,0.2884995004995005
5L4LXF4T56UB,0.04894444444444445
N6ZFGKWJP912,0.37549999999999994
HAVA366SLZ0M,0.6496666666666667
58TJ9T7OC3MF,0.005
5DE183IQM7H9,1.0
D7NQKKW1Q7YI,0.8748888888888888
O66MEC9F7H54,0.044126696832579186
EHIXPO7T4Z9H,0.026000000000000002
VE4A2V3Q8WC4,0.0225
AO1SRI3DVAZW,0.5021666666666667
VNPMDP0OMDYT,1.0
7VS4H83F18UA,0.7125
CMIHMQTLAXWP,0.20383333333333337
